"","participant","predicate","predicate_number","context","context_number","response"
"6814",253,"admit",13,"12H",2,0.04
"6815",253,"announce",10,"10H",18,0.16
"6816",253,"inform",12,"11L",11,0.87
"6818",253,"be annoyed",9,"17L",15,0.03
"6819",253,"see",19,"5L",38,0.21
"6821",253,"suggest",17,"6H",5,0.13
"6822",253,"say",8,"7H",24,0.01
"6823",253,"pretend",15,"15L",7,0
"6824",253,"confess",20,"4H",40,0.27
"6827",253,"be right",6,"14L",14,0.01
"6829",253,"know",11,"16L",31,0.01
"6830",253,"think",7,"3H",33,0.22
"6831",253,"acknowledge",5,"20L",27,0.01
"6832",253,"discover",14,"8H",1,0.08
"6833",253,"hear",16,"9H",35,0.12
"6834",253,"reveal",3,"2L",10,0
"6836",253,"confirm",4,"18L",32,0.01
"6837",253,"prove",2,"1H",13,0.92
"6838",253,"demonstrate",18,"13L",26,0
"6839",254,"prove",2,"4L",12,0
"6841",254,"pretend",15,"10L",36,0
"6842",254,"establish",1,"16L",31,0.43
"6843",254,"see",19,"17H",21,1
"6844",254,"be annoyed",9,"5H",20,1
"6846",254,"demonstrate",18,"19H",39,0
"6847",254,"reveal",3,"12H",2,0.77
"6848",254,"know",11,"20L",27,1
"6849",254,"inform",12,"9L",16,1
"6850",254,"confess",20,"18L",32,0.5
"6851",254,"acknowledge",5,"15H",34,1
"6852",254,"confirm",4,"6L",30,0.69
"6853",254,"discover",14,"13L",26,0.82
"6854",254,"be right",6,"7H",24,0.28
"6858",254,"hear",16,"3L",9,1
"6859",254,"say",8,"1H",13,0
"6861",254,"announce",10,"8H",1,0.66
"6862",254,"suggest",17,"11L",11,0.28
"6863",254,"admit",13,"2H",25,0.51
"6864",254,"think",7,"14H",22,0.22
"6865",255,"think",7,"14H",22,0.33
"6866",255,"see",19,"12H",2,0.79
"6868",255,"demonstrate",18,"15L",7,0.18
"6869",255,"say",8,"1L",37,0.18
"6870",255,"establish",1,"18L",32,0.19
"6871",255,"be right",6,"17L",15,0.21
"6872",255,"reveal",3,"3H",33,0.48
"6873",255,"inform",12,"4H",40,0.98
"6875",255,"hear",16,"6H",5,0.73
"6876",255,"discover",14,"7H",24,0.59
"6877",255,"announce",10,"20H",3,0.89
"6879",255,"suggest",17,"5L",38,0.1
"6881",255,"admit",13,"9H",35,0.51
"6882",255,"know",11,"16L",31,0.13
"6883",255,"be annoyed",9,"19H",39,0.94
"6884",255,"confess",20,"8H",1,0.49
"6885",255,"acknowledge",5,"2L",10,0.08
"6886",255,"pretend",15,"11L",11,0.02
"6887",255,"confirm",4,"10L",36,0.16
"6888",255,"prove",2,"13L",26,0.1
"6891",256,"reveal",3,"14H",22,0.22
"6893",256,"suggest",17,"13H",8,0.65
"6895",256,"acknowledge",5,"5H",20,1
"6896",256,"confess",20,"8L",23,0.3
"6897",256,"inform",12,"16H",17,1
"6900",256,"establish",1,"9L",16,0.23
"6901",256,"prove",2,"11L",11,0.14
"6902",256,"hear",16,"4L",12,0.23
"6903",256,"think",7,"3H",33,0.65
"6904",256,"be annoyed",9,"19H",39,0.81
"6905",256,"know",11,"7H",24,0.75
"6906",256,"announce",10,"17L",15,0
"6907",256,"say",8,"6H",5,0.5
"6908",256,"see",19,"18H",6,0.28
"6910",256,"discover",14,"2L",10,0.2
"6911",256,"demonstrate",18,"1L",37,0.05
"6912",256,"confirm",4,"12L",28,0
"6914",256,"pretend",15,"20L",27,0
"6915",256,"be right",6,"15L",7,0.14
"6916",256,"admit",13,"10H",18,0.71
"6917",257,"suggest",17,"13L",26,0
"6919",257,"confess",20,"12L",28,0.11
"6921",257,"know",11,"7H",24,0
"6922",257,"think",7,"17H",21,0.87
"6925",257,"demonstrate",18,"18L",32,0.11
"6926",257,"see",19,"15H",34,1
"6927",257,"announce",10,"1L",37,0.9
"6928",257,"be right",6,"5H",20,0
"6929",257,"inform",12,"4L",12,0.92
"6931",257,"establish",1,"9L",16,0.1
"6932",257,"pretend",15,"16H",17,0
"6933",257,"prove",2,"20H",3,0.63
"6934",257,"discover",14,"6L",30,0.81
"6935",257,"confirm",4,"10L",36,0.09
"6937",257,"reveal",3,"14L",14,0.63
"6938",257,"admit",13,"11H",29,0.78
"6939",257,"acknowledge",5,"3H",33,0.68
"6940",257,"say",8,"8H",1,0.12
"6941",257,"hear",16,"19H",39,0.96
"6942",257,"be annoyed",9,"2L",10,0.11
"6943",258,"say",8,"5H",20,0.04
"6944",258,"discover",14,"11L",11,0.9
"6945",258,"admit",13,"2L",10,0.05
"6946",258,"think",7,"9L",16,0.03
"6947",258,"know",11,"14H",22,0.93
"6950",258,"prove",2,"12H",2,0.07
"6952",258,"confirm",4,"13L",26,0.07
"6953",258,"see",19,"6L",30,0.81
"6954",258,"establish",1,"10L",36,0.6
"6957",258,"hear",16,"16H",17,0.98
"6958",258,"inform",12,"4H",40,0.98
"6959",258,"suggest",17,"19H",39,0.04
"6960",258,"acknowledge",5,"18L",32,0.62
"6961",258,"reveal",3,"3L",9,0.04
"6963",258,"confess",20,"20H",3,0.79
"6964",258,"announce",10,"8L",23,0.71
"6965",258,"be annoyed",9,"17L",15,0.69
"6966",258,"pretend",15,"1H",13,0.05
"6967",258,"demonstrate",18,"15H",34,0.75
"6968",258,"be right",6,"7H",24,0.22
"6995",259,"acknowledge",5,"10H",18,0.94
"6996",259,"reveal",3,"15L",7,0.07
"6997",259,"be right",6,"12L",28,0.03
"6998",259,"admit",13,"20H",3,1
"6999",259,"announce",10,"18H",6,0.82
"7000",259,"confirm",4,"1H",13,0.92
"7001",259,"discover",14,"9L",16,0.38
"7002",259,"know",11,"7H",24,0.55
"7003",259,"say",8,"8H",1,0.71
"7004",259,"establish",1,"17H",21,0.81
"7008",259,"inform",12,"11L",11,0.04
"7010",259,"demonstrate",18,"4L",12,0.11
"7011",259,"prove",2,"6H",5,0.69
"7012",259,"confess",20,"16L",31,0.18
"7013",259,"see",19,"19L",4,0.02
"7015",259,"suggest",17,"14L",14,0
"7016",259,"be annoyed",9,"2H",25,0.82
"7017",259,"pretend",15,"3H",33,0.88
"7018",259,"think",7,"5L",38,0.52
"7020",259,"hear",16,"13L",26,0
"7021",260,"suggest",17,"9H",35,0.99
"7022",260,"discover",14,"17L",15,0.01
"7024",260,"acknowledge",5,"2H",25,0.98
"7026",260,"demonstrate",18,"15H",34,0.99
"7027",260,"be right",6,"12H",2,0.01
"7028",260,"prove",2,"5H",20,0.99
"7029",260,"reveal",3,"1L",37,0
"7030",260,"confess",20,"4H",40,0.99
"7031",260,"confirm",4,"19L",4,0.03
"7032",260,"hear",16,"11L",11,0.02
"7033",260,"think",7,"14L",14,0.01
"7034",260,"know",11,"6L",30,0
"7035",260,"say",8,"18L",32,0
"7037",260,"see",19,"20H",3,1
"7039",260,"pretend",15,"10L",36,0
"7041",260,"admit",13,"16L",31,0
"7042",260,"establish",1,"7L",19,0
"7043",260,"announce",10,"13H",8,1
"7044",260,"inform",12,"3H",33,1
"7045",260,"be annoyed",9,"8H",1,0
"7047",261,"demonstrate",18,"5H",20,0.23
"7048",261,"know",11,"14H",22,0.73
"7049",261,"say",8,"8L",23,0.3
"7050",261,"confirm",4,"9H",35,0.16
"7051",261,"admit",13,"7H",24,0.8
"7053",261,"be annoyed",9,"16L",31,0.96
"7054",261,"pretend",15,"3H",33,0.04
"7056",261,"suggest",17,"10L",36,0.24
"7057",261,"be right",6,"19H",39,0.64
"7058",261,"think",7,"18L",32,0.15
"7060",261,"prove",2,"2L",10,0.64
"7061",261,"establish",1,"13H",8,0.64
"7062",261,"reveal",3,"6L",30,0.82
"7063",261,"acknowledge",5,"17L",15,0.88
"7065",261,"hear",16,"20H",3,0.75
"7066",261,"discover",14,"11H",29,0.94
"7067",261,"confess",20,"1L",37,0.79
"7068",261,"inform",12,"15L",7,0.96
"7070",261,"announce",10,"4L",12,0.9
"7072",261,"see",19,"12H",2,0.97
"7073",262,"announce",10,"10H",18,0.03
"7074",262,"prove",2,"1L",37,0
"7075",262,"reveal",3,"3H",33,0
"7078",262,"be annoyed",9,"19L",4,1
"7079",262,"establish",1,"17L",15,0
"7080",262,"confess",20,"15H",34,0.23
"7081",262,"demonstrate",18,"2H",25,0.15
"7082",262,"suggest",17,"4L",12,0
"7083",262,"admit",13,"12H",2,0.09
"7084",262,"know",11,"13L",26,1
"7085",262,"be right",6,"9L",16,0.04
"7086",262,"hear",16,"8H",1,1
"7087",262,"inform",12,"18H",6,0.45
"7088",262,"discover",14,"5L",38,1
"7090",262,"think",7,"14H",22,0.09
"7093",262,"acknowledge",5,"6L",30,0.17
"7094",262,"confirm",4,"11H",29,0.57
"7096",262,"say",8,"20L",27,0
"7097",262,"see",19,"7H",24,1
"7098",262,"pretend",15,"16L",31,0
"7099",263,"admit",13,"20L",27,0.17
"7100",263,"reveal",3,"11L",11,0.55
"7102",263,"be right",6,"18L",32,0.01
"7103",263,"pretend",15,"12H",2,0.05
"7104",263,"hear",16,"3H",33,0.68
"7106",263,"inform",12,"14L",14,0.57
"7108",263,"confess",20,"13H",8,0.16
"7109",263,"confirm",4,"5H",20,0.2
"7110",263,"discover",14,"10L",36,0.28
"7111",263,"establish",1,"16L",31,0.07
"7113",263,"demonstrate",18,"1L",37,0.03
"7114",263,"announce",10,"7H",24,0.1
"7115",263,"say",8,"9H",35,0.06
"7116",263,"acknowledge",5,"19L",4,0.37
"7117",263,"prove",2,"17H",21,0.64
"7120",263,"see",19,"2L",10,0.16
"7121",263,"think",7,"6L",30,0.07
"7122",263,"be annoyed",9,"4H",40,0.81
"7123",263,"know",11,"8H",1,0.83
"7124",263,"suggest",17,"15H",34,0.21
"7125",264,"pretend",15,"9H",35,0.05
"7126",264,"discover",14,"19H",39,0.05
"7127",264,"hear",16,"16L",31,0.07
"7128",264,"know",11,"17L",15,0.16
"7129",264,"establish",1,"11L",11,0.15
"7130",264,"confirm",4,"10H",18,0.12
"7131",264,"reveal",3,"12H",2,0.05
"7133",264,"see",19,"1L",37,0.04
"7134",264,"acknowledge",5,"6H",5,0.05
"7135",264,"be annoyed",9,"15H",34,0.35
"7137",264,"think",7,"4H",40,0.17
"7141",264,"say",8,"5H",20,0.06
"7142",264,"suggest",17,"13L",26,0.06
"7143",264,"demonstrate",18,"2H",25,0.13
"7144",264,"prove",2,"8L",23,0.29
"7145",264,"confess",20,"7L",19,0.14
"7146",264,"admit",13,"14L",14,0.47
"7147",264,"inform",12,"3L",9,0.06
"7148",264,"announce",10,"20H",3,0.26
"7149",264,"be right",6,"18L",32,0.05
"7151",265,"see",19,"14L",14,0.04
"7152",265,"say",8,"19H",39,0.46
"7153",265,"reveal",3,"13L",26,0.11
"7154",265,"admit",13,"18H",6,0.47
"7155",265,"establish",1,"6H",5,0.16
"7157",265,"hear",16,"3L",9,0.08
"7158",265,"inform",12,"7H",24,0.01
"7159",265,"be annoyed",9,"15H",34,0.78
"7160",265,"think",7,"12H",2,0.07
"7161",265,"know",11,"16L",31,0.03
"7163",265,"prove",2,"11L",11,0.06
"7166",265,"demonstrate",18,"5H",20,0.24
"7167",265,"acknowledge",5,"10L",36,0.25
"7168",265,"confess",20,"20L",27,0.45
"7169",265,"confirm",4,"9L",16,0.01
"7170",265,"discover",14,"17H",21,0.62
"7172",265,"be right",6,"8L",23,0.01
"7174",265,"announce",10,"2L",10,0
"7175",265,"suggest",17,"1H",13,0.83
"7176",265,"pretend",15,"4H",40,0.19
"7177",266,"acknowledge",5,"14L",14,0.07
"7178",266,"see",19,"12L",28,0.08
"7179",266,"inform",12,"10H",18,0.86
"7181",266,"discover",14,"18H",6,0.7
"7182",266,"confess",20,"17H",21,0.51
"7183",266,"be right",6,"3H",33,0.09
"7184",266,"think",7,"8L",23,0.08
"7185",266,"demonstrate",18,"6H",5,0.28
"7186",266,"prove",2,"5L",38,0.12
"7187",266,"know",11,"20H",3,0.94
"7188",266,"establish",1,"2H",25,0.5
"7189",266,"suggest",17,"7H",24,0.06
"7191",266,"be annoyed",9,"9L",16,0.11
"7193",266,"announce",10,"19L",4,0.07
"7194",266,"hear",16,"13L",26,0.23
"7195",266,"say",8,"16L",31,0.31
"7196",266,"confirm",4,"1L",37,0
"7197",266,"admit",13,"4H",40,0.74
"7199",266,"pretend",15,"15L",7,0.16
"7201",266,"reveal",3,"11H",29,0.51
"7203",267,"pretend",15,"6L",30,0
"7204",267,"prove",2,"1H",13,1
"7205",267,"confirm",4,"5L",38,0
"7207",267,"acknowledge",5,"17L",15,0
"7208",267,"be annoyed",9,"18L",32,1
"7209",267,"suggest",17,"8H",1,0.01
"7210",267,"inform",12,"15L",7,0
"7211",267,"think",7,"16H",17,0
"7213",267,"discover",14,"20H",3,1
"7216",267,"hear",16,"3L",9,0
"7218",267,"confess",20,"4H",40,1
"7219",267,"be right",6,"19L",4,0
"7220",267,"say",8,"13L",26,0
"7221",267,"establish",1,"12L",28,0
"7222",267,"admit",13,"7H",24,1
"7223",267,"see",19,"9L",16,0
"7225",267,"reveal",3,"10H",18,1
"7226",267,"announce",10,"2H",25,1
"7227",267,"know",11,"11H",29,1
"7228",267,"demonstrate",18,"14H",22,1
"7229",268,"know",11,"20L",27,0.01
"7230",268,"establish",1,"6H",5,0.08
"7231",268,"suggest",17,"1L",37,0.02
"7232",268,"be annoyed",9,"15H",34,0.51
"7233",268,"confirm",4,"3H",33,0.02
"7235",268,"discover",14,"17L",15,0.01
"7236",268,"announce",10,"7L",19,0.01
"7237",268,"admit",13,"11L",11,0.3
"7238",268,"inform",12,"19H",39,0.72
"7239",268,"say",8,"5L",38,0.05
"7240",268,"acknowledge",5,"9H",35,0.72
"7242",268,"confess",20,"16H",17,0.91
"7244",268,"reveal",3,"8H",1,0.97
"7245",268,"pretend",15,"2H",25,0.08
"7246",268,"prove",2,"18L",32,0.07
"7247",268,"hear",16,"13L",26,0.85
"7248",268,"think",7,"14H",22,0.18
"7249",268,"demonstrate",18,"12L",28,0.03
"7250",268,"be right",6,"4L",12,0.04
"7253",268,"see",19,"10H",18,0.91
"7255",269,"acknowledge",5,"3H",33,1
"7256",269,"pretend",15,"17H",21,0.04
"7258",269,"hear",16,"1L",37,0.97
"7259",269,"prove",2,"10H",18,0.14
"7261",269,"be annoyed",9,"11H",29,0.97
"7264",269,"know",11,"18H",6,0.96
"7265",269,"admit",13,"9L",16,0.17
"7266",269,"see",19,"20L",27,0.96
"7267",269,"inform",12,"13L",26,0.04
"7268",269,"establish",1,"15L",7,0.82
"7271",269,"be right",6,"5L",38,0.17
"7272",269,"confess",20,"4H",40,0.08
"7273",269,"discover",14,"12L",28,0.82
"7274",269,"reveal",3,"6L",30,0.92
"7275",269,"think",7,"16L",31,0.02
"7276",269,"announce",10,"8H",1,0.95
"7277",269,"confirm",4,"7H",24,0.09
"7278",269,"suggest",17,"14L",14,0.03
"7279",269,"demonstrate",18,"19H",39,0.93
"7280",269,"say",8,"2H",25,0.02
"7281",270,"announce",10,"8H",1,0.02
"7282",270,"discover",14,"20L",27,0.97
"7283",270,"be right",6,"10H",18,0.74
"7284",270,"confess",20,"1L",37,0.49
"7287",270,"confirm",4,"4L",12,0.01
"7289",270,"establish",1,"19L",4,0.01
"7291",270,"think",7,"7L",19,0.01
"7293",270,"hear",16,"11L",11,0.94
"7294",270,"inform",12,"18H",6,0.95
"7295",270,"say",8,"3L",9,0
"7296",270,"admit",13,"14H",22,0.68
"7297",270,"reveal",3,"15H",34,0.45
"7298",270,"pretend",15,"16H",17,0.01
"7299",270,"prove",2,"13H",8,0.86
"7301",270,"demonstrate",18,"5H",20,0
"7302",270,"acknowledge",5,"9H",35,0.01
"7303",270,"suggest",17,"6L",30,0.02
"7304",270,"know",11,"12L",28,1
"7305",270,"be annoyed",9,"2L",10,0.01
"7306",270,"see",19,"17H",21,0.98
"7307",271,"see",19,"14H",22,0.74
"7308",271,"be right",6,"10H",18,0.59
"7309",271,"confess",20,"7H",24,0.15
"7310",271,"discover",14,"19H",39,0.22
"7311",271,"demonstrate",18,"2L",10,0.02
"7312",271,"acknowledge",5,"17H",21,0.83
"7313",271,"be annoyed",9,"6H",5,0.19
"7315",271,"prove",2,"18L",32,0.07
"7316",271,"know",11,"8L",23,0.07
"7317",271,"hear",16,"3L",9,0.42
"7318",271,"establish",1,"15L",7,0.33
"7319",271,"confirm",4,"4H",40,0.53
"7320",271,"suggest",17,"5L",38,0.13
"7322",271,"inform",12,"9L",16,0.31
"7323",271,"pretend",15,"20H",3,0.69
"7325",271,"admit",13,"11L",11,0.31
"7327",271,"think",7,"12L",28,0.08
"7329",271,"say",8,"16L",31,0.07
"7331",271,"reveal",3,"1H",13,0.78
"7332",271,"announce",10,"13H",8,0.56
"7333",272,"reveal",3,"2H",25,1
"7334",272,"see",19,"7L",19,0.21
"7335",272,"discover",14,"15L",7,0.02
"7337",272,"be right",6,"10L",36,0.01
"7338",272,"confirm",4,"12H",2,0.76
"7339",272,"prove",2,"11L",11,0.77
"7340",272,"pretend",15,"9L",16,0.03
"7341",272,"be annoyed",9,"20L",27,0.02
"7343",272,"demonstrate",18,"3L",9,0.98
"7344",272,"acknowledge",5,"13H",8,0.96
"7345",272,"hear",16,"1H",13,0.96
"7346",272,"admit",13,"5H",20,0.71
"7347",272,"confess",20,"19H",39,0.98
"7348",272,"suggest",17,"14H",22,0.98
"7349",272,"announce",10,"4H",40,0.98
"7352",272,"say",8,"17L",15,0.02
"7354",272,"know",11,"6H",5,0.95
"7355",272,"inform",12,"16L",31,0.97
"7357",272,"establish",1,"8H",1,0.03
"7358",272,"think",7,"18L",32,0.04
"7359",273,"see",19,"20H",3,0.98
"7360",273,"admit",13,"12H",2,0.99
"7362",273,"discover",14,"19L",4,0.47
"7363",273,"confess",20,"8H",1,0.8
"7364",273,"establish",1,"15H",34,0.08
"7365",273,"know",11,"2H",25,0.83
"7366",273,"announce",10,"18L",32,0.22
"7369",273,"pretend",15,"16H",17,0.16
"7370",273,"suggest",17,"10H",18,0.5
"7371",273,"demonstrate",18,"3H",33,0.07
"7373",273,"confirm",4,"11L",11,0.28
"7374",273,"prove",2,"7L",19,0.03
"7375",273,"acknowledge",5,"6L",30,0.05
"7376",273,"reveal",3,"4L",12,0.09
"7377",273,"be annoyed",9,"1L",37,0.58
"7378",273,"inform",12,"17H",21,0.76
"7379",273,"hear",16,"14L",14,0.48
"7381",273,"think",7,"5L",38,0.07
"7382",273,"be right",6,"9L",16,0.04
"7383",273,"say",8,"13H",8,0.18
"7386",274,"pretend",15,"13L",26,0
"7387",274,"prove",2,"19L",4,0.02
"7389",274,"see",19,"2H",25,0.65
"7390",274,"be annoyed",9,"1H",13,0.98
"7391",274,"reveal",3,"15H",34,0
"7392",274,"demonstrate",18,"9H",35,0.02
"7393",274,"confess",20,"8H",1,0.01
"7394",274,"establish",1,"5H",20,0.51
"7396",274,"announce",10,"7L",19,0.02
"7397",274,"acknowledge",5,"10L",36,0.02
"7398",274,"inform",12,"16H",17,0.97
"7399",274,"confirm",4,"20L",27,0.02
"7400",274,"suggest",17,"18H",6,0.58
"7402",274,"be right",6,"12L",28,0
"7404",274,"think",7,"11L",11,0.53
"7405",274,"say",8,"14L",14,0
"7406",274,"admit",13,"17L",15,0.02
"7407",274,"hear",16,"4H",40,0.99
"7409",274,"discover",14,"6H",5,0.61
"7410",274,"know",11,"3L",9,0.79
"7438",275,"think",7,"10H",18,0.49
"7440",275,"be right",6,"16L",31,0.02
"7442",275,"be annoyed",9,"7H",24,0.01
"7443",275,"see",19,"11L",11,0.73
"7445",275,"confirm",4,"5L",38,0.52
"7446",275,"demonstrate",18,"15H",34,0.2
"7447",275,"confess",20,"14H",22,0.45
"7448",275,"inform",12,"18H",6,0.81
"7449",275,"say",8,"12L",28,0.12
"7450",275,"suggest",17,"2H",25,0.13
"7451",275,"pretend",15,"8H",1,0.2
"7452",275,"hear",16,"4H",40,0.61
"7453",275,"know",11,"19L",4,0.88
"7454",275,"reveal",3,"6L",30,0.77
"7456",275,"announce",10,"17L",15,0.66
"7457",275,"acknowledge",5,"20L",27,0.79
"7458",275,"prove",2,"13H",8,0.65
"7459",275,"discover",14,"3L",9,0.19
"7461",275,"admit",13,"9L",16,0.51
"7462",275,"establish",1,"1H",13,0.98
"7464",276,"inform",12,"13H",8,0.9
"7465",276,"be right",6,"7L",19,0.12
"7466",276,"say",8,"1L",37,0.14
"7467",276,"pretend",15,"12H",2,0.13
"7468",276,"reveal",3,"18H",6,0.83
"7469",276,"be annoyed",9,"2L",10,0.84
"7471",276,"prove",2,"8H",1,0.33
"7473",276,"acknowledge",5,"3H",33,0
"7474",276,"establish",1,"15L",7,0.08
"7475",276,"suggest",17,"9L",16,0.2
"7476",276,"know",11,"11L",11,0.81
"7477",276,"confirm",4,"4H",40,0.36
"7478",276,"think",7,"6H",5,0
"7479",276,"confess",20,"17L",15,0.12
"7480",276,"hear",16,"14L",14,0.08
"7481",276,"announce",10,"20H",3,0.78
"7482",276,"discover",14,"16L",31,0.59
"7484",276,"admit",13,"10H",18,0.12
"7485",276,"see",19,"5L",38,0.33
"7488",276,"demonstrate",18,"19H",39,0.39
"7489",277,"announce",10,"6L",30,0.58
"7490",277,"know",11,"18H",6,0.97
"7491",277,"suggest",17,"2L",10,0.52
"7492",277,"confess",20,"17H",21,0.81
"7493",277,"be right",6,"11L",11,0.01
"7495",277,"admit",13,"5L",38,0.83
"7496",277,"confirm",4,"3L",9,0.07
"7497",277,"see",19,"9L",16,0.26
"7499",277,"hear",16,"10H",18,0.98
"7501",277,"demonstrate",18,"13H",8,0.11
"7502",277,"think",7,"12H",2,0.5
"7503",277,"pretend",15,"14H",22,0.31
"7504",277,"be annoyed",9,"20L",27,0.99
"7505",277,"inform",12,"4L",12,0.92
"7507",277,"say",8,"7H",24,0.01
"7508",277,"prove",2,"1H",13,0.44
"7511",277,"establish",1,"15H",34,0.08
"7512",277,"reveal",3,"8H",1,0.94
"7513",277,"acknowledge",5,"19L",4,0.55
"7514",277,"discover",14,"16L",31,0.92
"7517",278,"establish",1,"9H",35,0.69
"7519",278,"confirm",4,"14H",22,0.84
"7520",278,"announce",10,"8L",23,0.05
"7521",278,"acknowledge",5,"17L",15,0.05
"7522",278,"demonstrate",18,"11H",29,0.86
"7523",278,"see",19,"20L",27,0.07
"7524",278,"reveal",3,"1H",13,0.97
"7525",278,"admit",13,"4H",40,0.87
"7526",278,"inform",12,"13H",8,0.86
"7527",278,"be annoyed",9,"18L",32,0.78
"7528",278,"be right",6,"5H",20,0.36
"7529",278,"know",11,"2L",10,0.07
"7530",278,"discover",14,"7H",24,0.91
"7531",278,"suggest",17,"6L",30,0.04
"7534",278,"hear",16,"15L",7,0.65
"7535",278,"pretend",15,"3L",9,0.02
"7536",278,"think",7,"19H",39,0.21
"7537",278,"prove",2,"16H",17,0.11
"7539",278,"confess",20,"10L",36,0.36
"7540",278,"say",8,"12L",28,0.01
"7541",279,"admit",13,"11L",11,0.99
"7542",279,"acknowledge",5,"17L",15,0.99
"7544",279,"announce",10,"13L",26,0.4
"7545",279,"know",11,"19L",4,0.98
"7548",279,"see",19,"2L",10,0.46
"7550",279,"be annoyed",9,"9H",35,0.97
"7551",279,"confirm",4,"3H",33,0.29
"7552",279,"prove",2,"8H",1,0.2
"7553",279,"think",7,"20H",3,0.47
"7554",279,"discover",14,"4H",40,0.61
"7555",279,"confess",20,"1L",37,0.02
"7557",279,"demonstrate",18,"15L",7,0.02
"7558",279,"hear",16,"10L",36,0.23
"7559",279,"establish",1,"14L",14,0.12
"7560",279,"inform",12,"7H",24,0.99
"7561",279,"pretend",15,"6H",5,0.01
"7562",279,"be right",6,"12H",2,0.01
"7563",279,"reveal",3,"16H",17,0.48
"7564",279,"say",8,"18H",6,0.3
"7566",279,"suggest",17,"5L",38,0.02
"7567",280,"establish",1,"16H",17,0.01
"7569",280,"say",8,"17L",15,0
"7571",280,"know",11,"19H",39,0.73
"7572",280,"think",7,"4L",12,0
"7573",280,"announce",10,"2L",10,0
"7574",280,"be right",6,"13H",8,0.9
"7575",280,"suggest",17,"8H",1,0.65
"7576",280,"inform",12,"15L",7,0
"7579",280,"be annoyed",9,"3L",9,0.01
"7580",280,"admit",13,"10H",18,0.63
"7581",280,"confess",20,"14H",22,0.82
"7582",280,"confirm",4,"12L",28,0.01
"7583",280,"acknowledge",5,"7L",19,0.01
"7584",280,"demonstrate",18,"1H",13,1
"7585",280,"pretend",15,"9H",35,0.63
"7586",280,"discover",14,"5L",38,0.01
"7588",280,"prove",2,"20H",3,0.67
"7589",280,"reveal",3,"11L",11,0.13
"7590",280,"see",19,"18L",32,0
"7592",280,"hear",16,"6H",5,0.66
"7593",281,"see",19,"20L",27,1
"7594",281,"say",8,"11H",29,0.23
"7595",281,"prove",2,"3H",33,0.03
"7597",281,"hear",16,"7H",24,0.97
"7598",281,"announce",10,"8L",23,0.55
"7599",281,"be annoyed",9,"17L",15,0.99
"7600",281,"pretend",15,"5H",20,0
"7601",281,"demonstrate",18,"16L",31,0.52
"7602",281,"be right",6,"10H",18,0.14
"7603",281,"acknowledge",5,"14H",22,0.85
"7604",281,"confess",20,"19L",4,1
"7605",281,"confirm",4,"4H",40,0.74
"7606",281,"reveal",3,"6L",30,0.85
"7607",281,"admit",13,"15L",7,1
"7608",281,"inform",12,"18H",6,1
"7611",281,"establish",1,"12H",2,0.52
"7612",281,"think",7,"1L",37,0.07
"7614",281,"discover",14,"9L",16,0.91
"7617",281,"know",11,"2L",10,0.98
"7618",281,"suggest",17,"13H",8,0.17
"7619",282,"hear",16,"17L",15,0.96
"7620",282,"inform",12,"19H",39,1
"7621",282,"demonstrate",18,"7L",19,0.15
"7623",282,"reveal",3,"12L",28,0.81
"7626",282,"admit",13,"5L",38,0.89
"7627",282,"know",11,"4L",12,0.89
"7628",282,"say",8,"18H",6,0.16
"7629",282,"see",19,"11H",29,0.92
"7630",282,"be annoyed",9,"9H",35,0.98
"7631",282,"think",7,"16L",31,0.09
"7633",282,"confirm",4,"13H",8,0.08
"7634",282,"discover",14,"15L",7,0.66
"7635",282,"be right",6,"6H",5,0
"7636",282,"prove",2,"1L",37,0
"7638",282,"suggest",17,"20H",3,0.2
"7639",282,"confess",20,"3L",9,0.89
"7640",282,"pretend",15,"14L",14,0.22
"7642",282,"announce",10,"10H",18,0.79
"7643",282,"establish",1,"8H",1,0.15
"7644",282,"acknowledge",5,"2H",25,1
"7645",283,"establish",1,"11L",11,0.02
"7646",283,"see",19,"13H",8,0.03
"7647",283,"confirm",4,"8H",1,0.01
"7648",283,"acknowledge",5,"16L",31,0.02
"7650",283,"pretend",15,"14H",22,0.05
"7652",283,"say",8,"10L",36,0.02
"7653",283,"announce",10,"19L",4,0.01
"7654",283,"demonstrate",18,"7H",24,0.02
"7656",283,"admit",13,"2L",10,0.03
"7657",283,"hear",16,"9H",35,0.05
"7658",283,"know",11,"5H",20,0.01
"7659",283,"be right",6,"4H",40,0.03
"7660",283,"discover",14,"18H",6,0.4
"7661",283,"prove",2,"17L",15,0.22
"7662",283,"reveal",3,"1H",13,0.98
"7664",283,"be annoyed",9,"15L",7,0.99
"7665",283,"confess",20,"20L",27,0.31
"7666",283,"suggest",17,"12L",28,0.01
"7667",283,"inform",12,"6H",5,0.99
